doctor_name,medical_specialty,phone_number,email,hospital_name,hospital_state,password
Betty Turner,Gastroenterology,(301) 555-9946,betty.turner@hospital.com,Virginia Hospital Center,Virginia,abcd
Jessica Martin,Surgery,(301) 555-2416,jessica.martin@hospital.com,Children's National Hospital,Washington D.C.,abcd
Christopher Moore,SOAP / Chart / Progress Notes,(301) 555-7231,christopher.moore@hospital.com,Howard University Hospital,Washington D.C.,abcd
Mark Walker,Consult - History and Phy.,(240) 555-3036,mark.walker@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Daniel Allen,Surgery,(301) 555-8497,daniel.allen@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Ruth Ramirez,Surgery,(571) 555-2762,ruth.ramirez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Lisa Thompson,General Medicine,(301) 555-2811,lisa.thompson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Joshua Hill,Hematology - Oncology,(571) 555-7418,joshua.hill@hospital.com,Virginia Hospital Center,Virginia,abcd
Andrew Green,Radiology,(202) 555-4923,andrew.green@hospital.com,Virginia Hospital Center,Virginia,abcd
Diane Phillips,Cardiovascular / Pulmonary,(703) 555-3069,diane.phillips@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Julie Martinez,Pain Management,(301) 555-3924,julie.martinez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Kevin Jones,Neurology,(571) 555-7963,kevin.jones@hospital.com,University of Maryland Medical Center,Maryland,abcd
Ruth Sanchez,Consult - History and Phy.,(301) 555-3690,ruth.sanchez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Kenneth Perez,Consult - History and Phy.,(202) 555-2633,kenneth.perez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Kevin Perez,Surgery,(571) 555-3628,kevin.perez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Kevin King,Gastroenterology,(301) 555-0198,kevin.king@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Mary Gonzalez,Surgery,(240) 555-9434,mary.gonzalez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
John Lopez,Neurosurgery,(240) 555-1794,john.lopez@hospital.com,Virginia Hospital Center,Virginia,abcd
Charles Miller,Gastroenterology,(703) 555-4370,charles.miller@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Linda Moore,Letters,(571) 555-4870,linda.moore@hospital.com,University of Maryland Medical Center,Maryland,abcd
Gregory Hall,ENT - Otolaryngology,(301) 555-4052,gregory.hall@hospital.com,University of Maryland Medical Center,Maryland,abcd
Emma Taylor,Surgery,(202) 555-5812,emma.taylor@hospital.com,University of Maryland Medical Center,Maryland,abcd
Charles Jackson,Surgery,(240) 555-9336,charles.jackson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Matthew Evans,General Medicine,(571) 555-5821,matthew.evans@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Kevin Williams,Surgery,(240) 555-1953,kevin.williams@hospital.com,University of Maryland Medical Center,Maryland,abcd
Patricia Jones,Neurology,(571) 555-2348,patricia.jones@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Brian Robinson,Consult - History and Phy.,(240) 555-1604,brian.robinson@hospital.com,University of Maryland Medical Center,Maryland,abcd
Daniel Moore,Surgery,(301) 555-4942,daniel.moore@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Thomas Taylor,Allergy / Immunology,(240) 555-4592,thomas.taylor@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Julie Lewis,General Medicine,(301) 555-2232,julie.lewis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Rachel Hill,Orthopedic,(703) 555-3078,rachel.hill@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Donald Johnson,Office Notes,(703) 555-6725,donald.johnson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Sandra Jackson,Podiatry,(301) 555-7861,sandra.jackson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Gonzalez,Cardiovascular / Pulmonary,(571) 555-1848,paul.gonzalez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
James Anderson,Surgery,(301) 555-7372,james.anderson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Jessica Carter,Surgery,(703) 555-8690,jessica.carter@hospital.com,Howard University Hospital,Washington D.C.,abcd
George Robinson,SOAP / Chart / Progress Notes,(571) 555-5240,george.robinson@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Donald Scott,Hematology - Oncology,(703) 555-8645,donald.scott@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Torres,Dentistry,(202) 555-0270,paul.torres@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Jennifer Thompson,SOAP / Chart / Progress Notes,(240) 555-0549,jennifer.thompson@hospital.com,Children's National Hospital,Washington D.C.,abcd
Mark Perez,Neurology,(571) 555-9334,mark.perez@hospital.com,Children's National Hospital,Washington D.C.,abcd
Matthew Brown,Surgery,(301) 555-9461,matthew.brown@hospital.com,Howard University Hospital,Washington D.C.,abcd
James Young,Hematology - Oncology,(301) 555-6525,james.young@hospital.com,Howard University Hospital,Washington D.C.,abcd
Rachel Martinez,Pain Management,(571) 555-1822,rachel.martinez@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Patricia Evans,Surgery,(703) 555-1260,patricia.evans@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Linda Scott,Surgery,(202) 555-1021,linda.scott@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Joshua Lee,Surgery,(571) 555-4183,joshua.lee@hospital.com,Howard University Hospital,Washington D.C.,abcd
Michael Garcia,Neurosurgery,(571) 555-0572,michael.garcia@hospital.com,Children's National Hospital,Washington D.C.,abcd
Rachel Nelson,SOAP / Chart / Progress Notes,(703) 555-9716,rachel.nelson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Robert Phillips,Neurosurgery,(703) 555-1335,robert.phillips@hospital.com,Virginia Hospital Center,Virginia,abcd
Joshua Taylor,Hematology - Oncology,(703) 555-6540,joshua.taylor@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Karen Hill,Surgery,(202) 555-2533,karen.hill@hospital.com,Virginia Hospital Center,Virginia,abcd
Ruth Martinez,Hematology - Oncology,(703) 555-3842,ruth.martinez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Steven Moore,Surgery,(240) 555-4580,steven.moore@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Steven Taylor,Neurology,(571) 555-1362,steven.taylor@hospital.com,Children's National Hospital,Washington D.C.,abcd
Lisa Miller,Hematology - Oncology,(301) 555-3305,lisa.miller@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Edward Taylor,Surgery,(571) 555-5098,edward.taylor@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Carol Smith,Cardiovascular / Pulmonary,(703) 555-0984,carol.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
Christopher Campbell,Neurosurgery,(240) 555-4803,christopher.campbell@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Andrew King,Neurosurgery,(240) 555-5271,andrew.king@hospital.com,Children's National Hospital,Washington D.C.,abcd
Emma Davis,Orthopedic,(571) 555-5358,emma.davis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
John Smith,Cardiovascular / Pulmonary,(240) 555-6293,john.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
Gregory Wilson,Neurosurgery,(571) 555-7828,gregory.wilson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Michael Harris,Radiology,(301) 555-6136,michael.harris@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Karen Miller,Neurology,(240) 555-2089,karen.miller@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Gregory Baker,Surgery,(571) 555-1002,gregory.baker@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Kevin Taylor,SOAP / Chart / Progress Notes,(571) 555-8236,kevin.taylor@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Christopher Davis,Radiology,(301) 555-8342,christopher.davis@hospital.com,George Washington University Hospital,Washington D.C.,abcd
David Lewis,Orthopedic,(571) 555-9944,david.lewis@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Charles Sanchez,Surgery,(703) 555-3215,charles.sanchez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Karen Baker,Orthopedic,(703) 555-9175,karen.baker@hospital.com,University of Maryland Medical Center,Maryland,abcd
Jessica Wilson,Surgery,(703) 555-1692,jessica.wilson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Maria Campbell,Gastroenterology,(571) 555-9266,maria.campbell@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Emma Gonzalez,Surgery,(301) 555-3438,emma.gonzalez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Karen Clark,Neurosurgery,(240) 555-7964,karen.clark@hospital.com,Virginia Hospital Center,Virginia,abcd
Julie Jones,Dentistry,(240) 555-6987,julie.jones@hospital.com,Inova Fairfax Hospital,Virginia,abcd
David Johnson,SOAP / Chart / Progress Notes,(301) 555-9276,david.johnson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Karen Mitchell,General Medicine,(240) 555-7532,karen.mitchell@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Barbara Anderson,Discharge Summary,(240) 555-2674,barbara.anderson@hospital.com,George Washington University Hospital,Washington D.C.,abcd
John Young,Surgery,(703) 555-2155,john.young@hospital.com,University of Maryland Medical Center,Maryland,abcd
Steven Turner,Surgery,(240) 555-7958,steven.turner@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Julie Lewis,Neurosurgery,(703) 555-9480,julie.lewis@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Mary Anderson,Cardiovascular / Pulmonary,(301) 555-2705,mary.anderson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Julie Mitchell,Discharge Summary,(301) 555-5291,julie.mitchell@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Brian Adams,General Medicine,(240) 555-3359,brian.adams@hospital.com,George Washington University Hospital,Washington D.C.,abcd
George Thomas,Surgery,(703) 555-5152,george.thomas@hospital.com,Children's National Hospital,Washington D.C.,abcd
Sarah Taylor,Surgery,(703) 555-7724,sarah.taylor@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Sandra Turner,Surgery,(202) 555-0925,sandra.turner@hospital.com,Virginia Hospital Center,Virginia,abcd
Kevin Ramirez,Surgery,(240) 555-2558,kevin.ramirez@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Donald Ramirez,ENT - Otolaryngology,(240) 555-9392,donald.ramirez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Robert Hernandez,Surgery,(202) 555-2806,robert.hernandez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Mark Jackson,Discharge Summary,(240) 555-5878,mark.jackson@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Michael Evans,Gastroenterology,(240) 555-1368,michael.evans@hospital.com,University of Maryland Medical Center,Maryland,abcd
Edward Campbell,Cardiovascular / Pulmonary,(240) 555-0399,edward.campbell@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Diane Jones,Orthopedic,(301) 555-8527,diane.jones@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Anthony Phillips,General Medicine,(240) 555-1294,anthony.phillips@hospital.com,Children's National Hospital,Washington D.C.,abcd
Donald Evans,Consult - History and Phy.,(240) 555-6727,donald.evans@hospital.com,Children's National Hospital,Washington D.C.,abcd
Sarah Rodriguez,Surgery,(240) 555-1644,sarah.rodriguez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Patricia Lewis,Discharge Summary,(301) 555-1728,patricia.lewis@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Christine Martinez,Hematology - Oncology,(240) 555-1215,christine.martinez@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
David Clark,Surgery,(703) 555-4232,david.clark@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Mark Williams,Neurosurgery,(240) 555-4838,mark.williams@hospital.com,George Washington University Hospital,Washington D.C.,abcd
David Allen,General Medicine,(240) 555-6034,david.allen@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Daniel Davis,Consult - History and Phy.,(571) 555-7175,daniel.davis@hospital.com,Virginia Hospital Center,Virginia,abcd
Edward Jones,Surgery,(240) 555-9176,edward.jones@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Daniel Thomas,Orthopedic,(301) 555-2117,daniel.thomas@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Patricia Torres,Neurology,(571) 555-9777,patricia.torres@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Timothy Roberts,Psychiatry / Psychology,(301) 555-2681,timothy.roberts@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Steven Rodriguez,Cardiovascular / Pulmonary,(240) 555-4405,steven.rodriguez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
David King,Radiology,(703) 555-4750,david.king@hospital.com,Inova Fairfax Hospital,Virginia,abcd
David Clark,Gastroenterology,(571) 555-1539,david.clark@hospital.com,Johns Hopkins Hospital,Maryland,abcd
John Hall,Cardiovascular / Pulmonary,(703) 555-7523,john.hall@hospital.com,Children's National Hospital,Washington D.C.,abcd
Carol Robinson,General Medicine,(571) 555-6000,carol.robinson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Daniel King,Consult - History and Phy.,(301) 555-4585,daniel.king@hospital.com,Virginia Hospital Center,Virginia,abcd
Gregory Clark,Surgery,(301) 555-4711,gregory.clark@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Matthew Walker,Cardiovascular / Pulmonary,(301) 555-8220,matthew.walker@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Janet Mitchell,Cardiovascular / Pulmonary,(703) 555-1951,janet.mitchell@hospital.com,Inova Fairfax Hospital,Virginia,abcd
James Roberts,Consult - History and Phy.,(571) 555-6718,james.roberts@hospital.com,Children's National Hospital,Washington D.C.,abcd
Michael Evans,Surgery,(202) 555-0998,michael.evans@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Nancy Miller,General Medicine,(703) 555-1592,nancy.miller@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Timothy Wilson,Consult - History and Phy.,(571) 555-5763,timothy.wilson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Anthony Wilson,Neurology,(703) 555-8316,anthony.wilson@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Paul Moore,Ophthalmology,(240) 555-3090,paul.moore@hospital.com,Virginia Hospital Center,Virginia,abcd
David Nelson,Radiology,(240) 555-2667,david.nelson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Betty Clark,Surgery,(301) 555-3305,betty.clark@hospital.com,University of Maryland Medical Center,Maryland,abcd
Brian Davis,Cardiovascular / Pulmonary,(202) 555-8826,brian.davis@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Patricia Harris,Consult - History and Phy.,(571) 555-0223,patricia.harris@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Matthew Evans,ENT - Otolaryngology,(240) 555-4553,matthew.evans@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Donald Sanchez,Radiology,(703) 555-7083,donald.sanchez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Andrew Adams,Orthopedic,(703) 555-4165,andrew.adams@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Emma Smith,Surgery,(703) 555-9031,emma.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
Betty Baker,Surgery,(301) 555-9564,betty.baker@hospital.com,Virginia Hospital Center,Virginia,abcd
Daniel Williams,Cardiovascular / Pulmonary,(240) 555-0877,daniel.williams@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Carol Harris,Radiology,(703) 555-4874,carol.harris@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Nancy Roberts,Nephrology,(202) 555-2657,nancy.roberts@hospital.com,Howard University Hospital,Washington D.C.,abcd
Daniel Jones,Surgery,(703) 555-9689,daniel.jones@hospital.com,University of Maryland Medical Center,Maryland,abcd
Gregory Lee,Consult - History and Phy.,(301) 555-5271,gregory.lee@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Barbara Smith,Office Notes,(571) 555-7605,barbara.smith@hospital.com,Children's National Hospital,Washington D.C.,abcd
Kevin Rodriguez,Radiology,(240) 555-7778,kevin.rodriguez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Sandra Smith,Radiology,(240) 555-8416,sandra.smith@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Janet Anderson,Lab Medicine - Pathology,(571) 555-3896,janet.anderson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Daniel Garcia,Nephrology,(240) 555-3641,daniel.garcia@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Julie Mitchell,Gastroenterology,(301) 555-9971,julie.mitchell@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Robert Lewis,Surgery,(571) 555-1897,robert.lewis@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Diane Smith,Gastroenterology,(301) 555-3099,diane.smith@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Ruth Adams,General Medicine,(571) 555-3657,ruth.adams@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Daniel Gonzalez,Nephrology,(703) 555-3607,daniel.gonzalez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Nancy Thomas,Radiology,(703) 555-1188,nancy.thomas@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Anthony Walker,Discharge Summary,(301) 555-7702,anthony.walker@hospital.com,University of Maryland Medical Center,Maryland,abcd
Janet Roberts,Consult - History and Phy.,(240) 555-1769,janet.roberts@hospital.com,University of Maryland Medical Center,Maryland,abcd
George Wright,Surgery,(240) 555-0420,george.wright@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Mary White,Surgery,(240) 555-2309,mary.white@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christine Hall,Surgery,(240) 555-1745,christine.hall@hospital.com,Virginia Hospital Center,Virginia,abcd
Betty Clark,Letters,(301) 555-1154,betty.clark@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
James Roberts,Orthopedic,(202) 555-2893,james.roberts@hospital.com,Virginia Hospital Center,Virginia,abcd
Thomas Miller,Orthopedic,(202) 555-6745,thomas.miller@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Donald Williams,Gastroenterology,(240) 555-7547,donald.williams@hospital.com,University of Maryland Medical Center,Maryland,abcd
Daniel Green,Consult - History and Phy.,(571) 555-6377,daniel.green@hospital.com,Howard University Hospital,Washington D.C.,abcd
James Taylor,Radiology,(202) 555-1695,james.taylor@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Donald Johnson,Cardiovascular / Pulmonary,(202) 555-8661,donald.johnson@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
David Jones,ENT - Otolaryngology,(240) 555-1517,david.jones@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Kevin Miller,Surgery,(703) 555-9751,kevin.miller@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Edward Miller,Cardiovascular / Pulmonary,(571) 555-9520,edward.miller@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Cynthia Mitchell,Cardiovascular / Pulmonary,(571) 555-6432,cynthia.mitchell@hospital.com,Children's National Hospital,Washington D.C.,abcd
Barbara Gonzalez,Podiatry,(703) 555-9964,barbara.gonzalez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Linda Jones,Surgery,(301) 555-4897,linda.jones@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Diane Moore,Ophthalmology,(571) 555-1689,diane.moore@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Christine Mitchell,Surgery,(571) 555-4758,christine.mitchell@hospital.com,University of Maryland Medical Center,Maryland,abcd
Gregory Hall,Orthopedic,(703) 555-3755,gregory.hall@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Gonzalez,Consult - History and Phy.,(703) 555-9310,paul.gonzalez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Rachel Mitchell,Orthopedic,(202) 555-6855,rachel.mitchell@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Mary Moore,Radiology,(703) 555-3736,mary.moore@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Matthew Johnson,Sleep Medicine,(703) 555-8144,matthew.johnson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Sarah Rodriguez,Orthopedic,(571) 555-3115,sarah.rodriguez@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Robert Jackson,Radiology,(703) 555-2258,robert.jackson@hospital.com,University of Maryland Medical Center,Maryland,abcd
Donald Turner,Consult - History and Phy.,(703) 555-2724,donald.turner@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Gregory King,Surgery,(301) 555-0491,gregory.king@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Donald Williams,Letters,(301) 555-9177,donald.williams@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Anthony Hernandez,Gastroenterology,(703) 555-4065,anthony.hernandez@hospital.com,Virginia Hospital Center,Virginia,abcd
Michael Young,Cardiovascular / Pulmonary,(240) 555-0180,michael.young@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Linda Phillips,SOAP / Chart / Progress Notes,(301) 555-9197,linda.phillips@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Timothy Carter,Orthopedic,(301) 555-7387,timothy.carter@hospital.com,Children's National Hospital,Washington D.C.,abcd
Carol Jones,Gastroenterology,(571) 555-9653,carol.jones@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Kevin Wright,Gastroenterology,(571) 555-8936,kevin.wright@hospital.com,Howard University Hospital,Washington D.C.,abcd
Carol Martin,Orthopedic,(301) 555-0698,carol.martin@hospital.com,Virginia Hospital Center,Virginia,abcd
Sharon Hill,Surgery,(240) 555-6293,sharon.hill@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Nancy Garcia,Pain Management,(703) 555-0347,nancy.garcia@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Timothy King,General Medicine,(703) 555-7230,timothy.king@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Paul Gonzalez,Consult - History and Phy.,(240) 555-9433,paul.gonzalez@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Maria King,SOAP / Chart / Progress Notes,(240) 555-3493,maria.king@hospital.com,Virginia Hospital Center,Virginia,abcd
Thomas Jones,Orthopedic,(240) 555-9258,thomas.jones@hospital.com,Howard University Hospital,Washington D.C.,abcd
Ruth Roberts,Surgery,(301) 555-5477,ruth.roberts@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Janet Thomas,Surgery,(202) 555-5836,janet.thomas@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Donald Martinez,SOAP / Chart / Progress Notes,(240) 555-5342,donald.martinez@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Rachel Moore,Consult - History and Phy.,(301) 555-5997,rachel.moore@hospital.com,Howard University Hospital,Washington D.C.,abcd
Kevin Jackson,Gastroenterology,(703) 555-6609,kevin.jackson@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Andrew Martinez,Cardiovascular / Pulmonary,(301) 555-5672,andrew.martinez@hospital.com,University of Maryland Medical Center,Maryland,abcd
Christopher Evans,Surgery,(571) 555-1170,christopher.evans@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Daniel Miller,Neurology,(240) 555-9054,daniel.miller@hospital.com,George Washington University Hospital,Washington D.C.,abcd
David Walker,Orthopedic,(571) 555-4628,david.walker@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Betty Davis,Neurology,(301) 555-9632,betty.davis@hospital.com,Children's National Hospital,Washington D.C.,abcd
Janet Carter,General Medicine,(571) 555-3628,janet.carter@hospital.com,George Washington University Hospital,Washington D.C.,abcd
Lisa Robinson,Surgery,(301) 555-5096,lisa.robinson@hospital.com,Virginia Hospital Center,Virginia,abcd
Thomas Martinez,Cardiovascular / Pulmonary,(703) 555-7079,thomas.martinez@hospital.com,Howard University Hospital,Washington D.C.,abcd
Sandra Smith,Discharge Summary,(301) 555-9773,sandra.smith@hospital.com,Virginia Hospital Center,Virginia,abcd
Nancy Scott,General Medicine,(240) 555-1569,nancy.scott@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Barbara Wilson,Surgery,(703) 555-3421,barbara.wilson@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Karen Garcia,Surgery,(571) 555-9077,karen.garcia@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Kenneth Jackson,Cardiovascular / Pulmonary,(703) 555-7702,kenneth.jackson@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Susan Mitchell,Radiology,(571) 555-9358,susan.mitchell@hospital.com,Psychiatric Institute of Washington,Washington D.C.,abcd
Gregory Williams,Neurology,(240) 555-0766,gregory.williams@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Rachel Clark,General Medicine,(301) 555-9806,rachel.clark@hospital.com,Children's National Hospital,Washington D.C.,abcd
Patricia Robinson,Cardiovascular / Pulmonary,(571) 555-7872,patricia.robinson@hospital.com,Virginia Hospital Center,Virginia,abcd
Matthew Allen,Consult - History and Phy.,(301) 555-3581,matthew.allen@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Andrew Evans,ENT - Otolaryngology,(301) 555-7281,andrew.evans@hospital.com,Virginia Hospital Center,Virginia,abcd
John Allen,Cardiovascular / Pulmonary,(571) 555-9729,john.allen@hospital.com,Children's National Hospital,Washington D.C.,abcd
David Torres,General Medicine,(240) 555-7049,david.torres@hospital.com,University of Maryland Medical Center,Maryland,abcd
John Hill,Surgery,(703) 555-3725,john.hill@hospital.com,National Rehabilitation Hospital,Washington D.C.,abcd
Christopher Sanchez,Pain Management,(301) 555-6410,christopher.sanchez@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Brian Johnson,Consult - History and Phy.,(240) 555-7402,brian.johnson@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Sharon Jones,Dermatology,(703) 555-2279,sharon.jones@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Rachel Adams,Surgery,(202) 555-0494,rachel.adams@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Timothy Gonzalez,Letters,(301) 555-3723,timothy.gonzalez@hospital.com,Children's National Hospital,Washington D.C.,abcd
Ruth Brown,Surgery,(240) 555-0587,ruth.brown@hospital.com,Johns Hopkins Hospital,Maryland,abcd
Paul Hill,Cardiovascular / Pulmonary,(301) 555-7935,paul.hill@hospital.com,MedStar Washington Hospital Center,Washington D.C.,abcd
Rachel Hill,Orthopedic,(703) 555-0481,rachel.hill@hospital.com,Children's National Hospital,Washington D.C.,abcd
Sarah Rodriguez,Dermatology,(703) 555-3535,sarah.rodriguez@hospital.com,MedStar Georgetown University Hospital,Washington D.C.,abcd
Sharon Johnson,Nephrology,(703) 555-5190,sharon.johnson@hospital.com,Inova Fairfax Hospital,Virginia,abcd
Edward Hernandez,Allergy / Immunology,(571) 555-4979,edward.hernandez@hospital.com,Children's National Hospital,Washington D.C.,abcd
